"Advertiser Name","Advertiser URL","MID","Advertiser Description","Link to T&C","Link to Program History","Link to Home Page","Status","Contact Name","Contact Title","State","City","Address","Zip","Country","Phone","Email Address","Commission Terms","Offer","Offer Type","Year Joined","Expiration Date","Return Days","Transaction Update Window","TrueLock","Premium Status","Baseline Commission Terms","Baseline Offer","Baseline Offer Type","Baseline Expiration Date","Baseline Return Days","Baseline Transaction Update Window","Baseline TrueLock"
"Naturalizer","http://www.naturalizer.com/","38505","Naturalizer shoes are designed with the best of each season's trend-right looks, details and materials that women will love for social, work, play and every day.  The brand is committed to designing women's shoes to look as beautiful as they feel.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38505_20130606_161415.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38505&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=294538&type=3&subid=0","Active","Erin Buehler","Affiliate Marketing Specialist","Missouri","St. Louis","8300 Maryland Ave. ","63105","US","3148542757","ebuehler@brownshoe.com","10.00% commission on all goods","3.1","% of Sale","2014"," 23-SEP-14","90","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 23-SEP-14","90","90","N",
"Official Costumes","http://www.officialcostumes.com/","38716","Thank you for shopping with Official Costumes where you will find only the best quality costumes offered at competitive prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38716&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=304816&type=3&subid=0","Active","Troy Barnes","Affiliates Manager","Minnesota","White Bear lake","4875 White Bear Pkwy ","55110","US","6513617405","affiliates@officialcostumes.com","private |5.00%-15.00% commission on all goods","4.1","% of Sale","2013"," 01-JAN-16","10","90","N","N/A","5.00% commission on all goods","3.1","% of Sale"," 01-JAN-16","10","90","N",
"Old Pueblo Traders","http://oldpueblotraders.com/","38667","Old Pueblo Traders has wide selection of women's clothing. Famous brands plus our own exclusive labels for misses, petites, and women sizes","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38667_301565_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38667&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=301565&type=3&subid=0","Active","Chris Park","Marketing Manager","Arizona","Tucson","7840 East Broadway Blvd. Suite 220","85710","US","520-745-4500","ls-oldpueblotraders@linkshare.com","5.00% commission on all goods; [0.00% commission on selected goods]; ","7.2","% of Sale","2014"," 20-JUN-14","10","90","N","N/A","5.00% commission on all goods; [0.00% commission on selected goods]; ","7.2","% of Sale"," 20-JUN-14","10","90","N",
"Ole Henriksen","http://www.olehenriksen.com/","38834","THE SECRET?S OUT!

With a cult following of celebrity clients and beauty editors alike, OLEHENRIKSEN skincare products are formulated with nature?s most potent botanical ingredients, allowing every client to experience transformative results.
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38834_304917_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38834&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=304917&type=3&subid=0","Active","Holly Elliott","Ecommerce/Digital Brand Manager","California","San Francisco","525 Market Street 32nd floor","94105","US","415-284-3300","oleaffiliates@sephora.com","8.00% commission on all goods","2.2","% of Sale","2014"," 29-JUN-14","7","90","N","N/A","8.00% commission on all goods","2.2","% of Sale"," 29-JUN-14","7","90","N",
"OnePiece","http://onepiece.com/en-us/","39075","OnePiece sells various casual wear items including hoodies, t-shirts, pants, and their original onesie. The loose-fitting, all-in-one hooded sweatsuits come in soft, thick cotton fleece and a wide variety of colors and patterns.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39075&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=317162&type=3&subid=0","Active","Mike Griffith","Affiliate Manager","California","San diego","831 6th Street 301 ","92101","US","6196638001","onepiece@bvaccel.com","5.00% commission on all goods","3.1","% of Sale","2014"," 18-DEC-18","30","90","N","N/A","5.00% commission on all goods","3.1","% of Sale"," 18-DEC-18","30","90","N",
"OnlyWire","http://www.onlywire.com","38688","OnlyWire is a fast, secure automation tool to submit content to the top Social Media Networks like Facebook, Twitter and Google+. Use OnlyWire to save time, automate your website's content and engage your followers.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38688_20130717_174313.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38688&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=301144&type=3&subid=0","Active","Ryan Rouland","CMO","California","Aliso Viejo","65 Enterprise ","92656","US","9494364774","ryan@onlywire.com","20.00% commission on all goods","3.1","% of Sale","2014"," 01-JAN-15","10","90","N","N/A","20.00% commission on all goods","3.1","% of Sale"," 01-JAN-15","10","90","N",
"Orvis","http://www.orvis.com/","38663","Orvis - Since 1856. Providing distinctive clothing, gear, luggage & home goods inspired by  our Sporting Traditions. America's oldest mail order company offering the best guarantee in the business. 100% Satisfaction Guaranteed.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38663_299515_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38663&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=299515&type=3&subid=0","Active","Arin Shortt","Paid Programs Manager","Vermont","Sunderland","178 Conservation Way ","05250","US","802-362-8516","lsaffiliates@orvis.com","5.00% commission on all goods","6.2","% of Sale","2014"," 31-DEC-14","21","90","N","N/A","5.00% commission on all goods","6.2","% of Sale"," 31-DEC-14","21","90","N",
"Overton's","http://www.overtons.com/","38721","Overton?s provides the highest quality products for all your boating needs. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38721_20130906_192937.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38721&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315894&type=3&subid=0","Active","Stefanie Berry","Affiliate Marketing","Minnesota","Saint Paul","180 5th St E Ste 1300 ","55101","US","651-325-4000","Placeholder@linkshare.com","4.00% commission on all goods; [0.00% commission on selected goods]; ","3.1","% of Sale","2014"," 28-MAR-14","14","90","N","N/A","4.00% commission on all goods; [0.00% commission on selected goods]; ","3.1","% of Sale"," 28-MAR-14","14","90","N",
"PLNDR (Karmaloop)","http://www.plndr.com/","38531","Shop PLNDR to get daily mind-blowing deals, steals and much more!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38531_298697.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38531&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=298697&type=3&subid=0","Active","The PLNDR Affiliate Team","PLNDR Email and Affiliate Marketing Coordinator","Massachusetts","Boston","334 Boylston Street ","02116","US","857-221-8909","christos.tsatsopoulos@karmaloop.com","6.00% commission on all goods","7.1","% of Sale","2014"," 15-JUL-18","30","90","N","N/A","6.00% commission on all goods","7.1","% of Sale"," 15-JUL-18","30","90","N",
"Paula's Choice","http://www.paulaschoice.com","38596","Paula's Choice products successfully treat everything from acne to wrinkles, sensitive skin, sun damage, dry to oily skin, & blackheads. They are100% guaranteed to work! Each product is 100% fragrance-free, contains no added dyes, and non-irritating.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38596_300892.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38596&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=300892&type=3&subid=0","Active","Team OPMpros.com","Affiliate Program Manager","Quebec","Montreal","5000 Jean-Talon West Suite 290","H4P 1W9","CA","514.341.7767","paulaschoice@opmpros.com","7.00% commission on all goods","3.1","% of Sale","2014"," 03-JUN-14","15","90","N","N/A","7.00% commission on all goods","3.1","% of Sale"," 03-JUN-14","15","90","N",
"Payless ShoeSource","http://www.payless.com/store/","38681","Payless ShoeSource is the largest specialty family footwear retailer in the Western Hemisphere.  Join our affiliate program featuring a competitive commission structure for every product purchased from Payless.com. Please contact us with any questions.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38681_20130813_165318.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38681&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302525&type=3&subid=0","Active","Chelsea Ashe","Interactive Project Manager","Pennsylvania","Pittsburgh","225 West Station Square Drive Suite 500","15219","US","412-562-1197","affiliates@payless.com","5.00%-10.00% commission on all goods","9.1","% of Sale","2014"," 13-AUG-18","15","90","N","N/A","5.00%-10.00% commission on all goods","9.1","% of Sale"," 13-AUG-18","15","90","N",
"Pet Plus","http://www.petplus.com","38731","The only plan available for pet parents that gives peace of mind by providing savings on the meds needed each month. Benefits: low member-only prices, no exclusions for pre-existing conditions, order online or pickup locally at participating pharmacies.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38731_302906_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38731&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302906&type=3&subid=0","Active","Pet Plus Affiliate Team","Affiliate Team","New York","New York","450 Park Ave S ","10016","US","514.341.7767","protectionplus@opmpros.com","$15.00 flat fee on all goods","3.2","Flat Fee","2014"," 31-DEC-15","35","90","N","N/A","$15.00 flat fee on all goods","3.2","Flat Fee"," 31-DEC-15","35","90","N",
"PetSmart","http://www.petsmart.com","13565","PetSmart, the nation's largest pet supply retailer, offers over 12,000 competitively-priced products.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=13565_20110421_231241.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=13565&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=301691&type=3&subid=0","Active","Elena Zadorojny","Affiliate Manager","Arizona","Phoenix","19601 North 27th Ave ","85027","US","623-587-2878","ls-petsmartaffiliates@linkshare.com","6.00% commission on all goods; [0.00% commission on selected goods,; 5.00% commission on selected goods]; ","282.2","% of Sale","2013"," 05-AUG-18","35","90","N","Premium","6.00% commission on all goods; [0.00% commission on selected goods,; 5.00% commission on selected goods]; ","282.2","% of Sale"," 05-AUG-18","35","90","N",
"Photobook US","http://www.photobookamerica.com/","39025","Photobook Worldwide specializes in premium photobooks, cards, posters, and canvas prints. Our free bookmaking tools and Readybook designs makes it easy to showcase photos from any occasion; from weddings, vacations, babies to any Holiday in between.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39025&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=318006&type=3&subid=0","Active","Jun Chew","Sr. Marketing Executive","Selangor","Shah Alam","23 Jalan 31/AW Kota Kemuning ","40460","MY","+603 5122 2232","jun.chew@photobookworldwide.com","15.00% commission on all goods","4.1","% of Sale","2014"," 30-JUN-14","90","90","N","N/A","15.00% commission on all goods","4.1","% of Sale"," 30-JUN-14","90","90","N",
"Pimsleur Language Programs","http://www.pimsleur.com/","37605","Pimsleur Language Programs is a leader in audio-based language courses.  Available in over 60 languages, Dr. Pimsleur?s courses have been at the forefront of foreign language instruction for 50 years and helped millions to learn a new language. 
","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37605_263926.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37605&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=263926&type=3&subid=0","Active","Kelly Saux","Director Direct Response Marketing","Massachusetts","Concord","30 Monument Square Suite 150B","01742","US","9782877087","PimsleurAffiliate@simonandschuster.com","private |15.00%-25.00% commission on all goods","4.1","% of Sale","2013"," 09-AUG-14","30","90","N","N/A","15.00%-25.00% commission on all goods","3.2","% of Sale"," 14-JUN-15","30","90","N",
"Pittman & Davis","http://www.pittmandavis.com/","35808","Pittman & Davis is a leading online fruit gift company. Unlike other fruit and gift basket companies, we provide FREE standard shipping on all products, with a very high converting web site!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=35808&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=207077&type=3&subid=0","Active","Pittman Davis Affiliate Program","Affiliate Manager","Florida","Vero Beach","1650 90th Ave ","32966","US","772-226-3508","affiliate@pittmandavis.com","private |10.00% commission on all goods","4.1","% of Sale","2013"," 26-AUG-14","30","90","N","N/A","10.00% commission on all goods","3.1","% of Sale"," 26-OCT-14","30","90","N",
"Pompeii3","http://www.pompeii3.com","38745","Pompeii3.com - Highly competitive commissions, large average order values and worldwide shipping ensures your success in this affiliate program!  Earn 5% - 10% on all Diamond & Jewelry sales with a 60 day cookie, and SALES up to 80% OFF. Sign up today!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38745_302823_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38745&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302823&type=3&subid=0","Active","PMG Affiliate Management","Affiliate Manager","Colorado","Boulder","1942 Broadway, Suite 314 ","80302","US","800-384-7760","P3@PaulsonManagementGroup.com","private |5.00%-10.00% commission on all goods","4.2","% of Sale","2013"," 16-AUG-18","60","90","N","N/A","5.00%-10.00% commission on all goods","5.2","% of Sale"," 16-AUG-18","60","90","N",
"Pooki's Mahi","http://pookismahi.com/","38981","Pooki's Mahi offers high quality, award-winning food products right to your door such as exotic coffees and championship teas. Pooki's Mahi also provides a wide assortment of macadamia nut products, gourmet drink sweeteners and various gourmet salts. ","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38981&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=314566&type=3&subid=0","Active","Ziggy Kopetti","Affiliate Account Executive","North Carolina","Cary","2425 Kildaire Farm Road, #102 ","27518","US","866-494-7183","pookismahi@mgecom.com","12.00%-15.00% commission on all goods; [15.00% commission on selected goods]; ","4.3","% of Sale","2014"," 31-DEC-18","45","90","N","N/A","12.00%-15.00% commission on all goods; [15.00% commission on selected goods]; ","4.3","% of Sale"," 31-DEC-18","45","90","N",
"PureVPN","http://www.purevpn.com/","38687","PureVPN.com is a global virtual private network provider focused on quality, freedom and choice of connectivity. Service includes 22 countries where the user can connect without limitations no matter how many times you switch between multiple locations.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38687_301146_2.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38687&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=301146&type=3&subid=0","Active","Moiz Ikram","Dedicated Affiliate Manager","N","15 Queens Road Central","8th floor, Gloucester Tower, The Landmark","00000","HK","85281254857","moiz@purevpn.com","private |50.00% commission on all goods","5.2","% of Sale","2013"," 01-AUG-18","60","90","N","N/A","50.00% commission on all goods","4.2","% of Sale"," 01-AUG-18","60","90","N",
"Rakuten LinkShare Welcome Program","http://www.linkshare.com/","560","This is the Rakuten LinkShare Welcome Program. Publishers have the opportunity to test the links that are available in this offer on their website. It is a 0% offer and no sales/commissions are earned through this offer.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=560&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=311675&type=3&subid=0","Active","Support","Support","New York","New York","215 Park Avenue South 8th Floor","10003","US","646 943 8200","noreply@linkshare.com","0.00% commission on all goods","256.1","% of Sale","2012"," 30-OCT-14","10","90","N","N/A","0.00% commission on all goods","256.1","% of Sale"," 30-OCT-14","10","90","N",
"Rakuten LinkShare Welcome Program","http://www.linkshare.com/","560","This is the Rakuten LinkShare Welcome Program. Publishers have the opportunity to test the links that are available in this offer on their website. It is a 0% offer and no sales/commissions are earned through this offer.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=560&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=311675&type=3&subid=0","Active","Support","Support","New York","New York","215 Park Avenue South 8th Floor","10003","US","646 943 8200","noreply@linkshare.com","0.00% commission on all goods","256.1","% of Sale","2012"," 30-OCT-14","10","90","N","N/A","3.00 flat fee on all goods","216.1","Flat Fee"," 19-JUN-14","30","90","N",
"Reeds Jewelers","http://www.reeds.com/","36378","REEDS Jewelers, Your Family-Owned Jeweler ~ Trusted for Generations, for diamonds, diamond rings, fine jewelry and watches.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=36378_228142.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36378&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=228142&type=3&subid=0","Active","Kallee Britton","Ecommerce Associate","North Carolina","Wilmington","PO Box 2229 ","28401","US","910-350-3132","kbritton@reeds.com","private |7.00% commission on all goods","5.1","% of Sale","2013"," 10-JUN-14","30","90","N","N/A","7.00% commission on all goods","3.4","% of Sale"," 10-OCT-14","30","90","N",
"SMS Audio LLC","www.smsaudio.com","37450","A first-class audio headphone and accessories brand, SMS Audio, LLC is dedicated to improving the way people experience music. SMS Audio combines technology, function and style to bring the highest caliber of sound, comfort and fashion to every product.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=37450_20120409_210552.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37450&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=254721&type=3&subid=0","Active","Max Zambrano","Director, Digital Marketing","Florida","Delray Beach","2885 South Congress Ave STE D","33445","US","5612782323","mzambrano@smsaudio.com","private |20.00% commission on selected goods; [private |15.00% commission on selected goods]; ","8.3","% of Sale","2012"," 12-MAY-14","30","90","N","N/A","20.00% commission on selected goods; [15.00% commission on selected goods]; ","6.6","% of Sale"," 12-MAY-14","30","90","N",
"SQN Sport","http://sqnsport.com/","39160","Headquartered in Sun Valley, Idaho the designers of SQN Sport create high quality, comfortable, performance fit apparel for women.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39160&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=320038&type=3&subid=0","Active","Chris Mohler","Affiliate Manager","North Carolina","Cary","2425 Kildaire Farm Road #102 ","27518","US","(801) 809-9802","SQNSport@mgecom.com","15.00% commission on all goods","3.1","% of Sale","2014"," 31-DEC-14","45","90","N","N/A","15.00% commission on all goods","3.1","% of Sale"," 31-DEC-14","45","90","N",
"Sam's Club","http://www.samsclub.com/sams/homepage.jsp","38733","SamsClub.com is in business for our members and small businesses with exclusive savings on the things they need, the things they love, and on all sorts of unexpected things.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38733_20130805_191909.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38733&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=302043&type=3&subid=0","Active","Kim Idom","Digital Marketing Manager","Arkansas","Bentonville","2101 SE Simple Savings Dr. ","72716-0745","US","479-277-7000","samsclubaffiliates@samsclub.com","3.00% commission on all goods; [7.00% commission on selected goods,; 0.00% commission on selected goods]; ","3.1","% of Sale","2014"," 28-JUL-14","30","90","N","N/A","3.00% commission on all goods; [7.00% commission on selected goods,; 0.00% commission on selected goods]; ","3.1","% of Sale"," 28-JUL-14","30","90","N",
"Samsungdirect.bbymsolutions.com","https://samsungdirect.bbymsolutions.com/","38849","Samsung Direct powered by Best Buy Mobile Solutions offers exclusive deals and the best pricing available on mobile phones, devices, plans and accessories suitable for use with a variety of carriers.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38849_20130920_145928.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38849&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=315410&type=3&subid=0","Active","","","N",""," ","","","","","0.00% commission on all goods; [0.00% commission on selected goods,; $25.00 flat fee on selected goods]; ","3.8","% of Sale","2014"," 28-NOV-14","45","90","N","N/A","0.00% commission on all goods; [0.00% commission on selected goods,; $25.00 flat fee on selected goods]; ","3.8","% of Sale"," 28-NOV-14","45","90","N",
"SaveOnTapestries.com","http://www.saveontapestries.com/","37959","SaveOnTapestries.com discounts the most complete online collection of international tapestries and home decor: wall art, wall hangings, European tapestries, tablecloths, table runners, handbags, decorating accessories, linens, gift items and more.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=37959&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=269935&type=3&subid=0","Active","Jude Noronha","Owner","Washington","Blaine","1689 Grant Ave ","98230","US","360-312-3173","charlotte@saveontapestries.com","10.00%-15.00% commission on all goods","3.1","% of Sale","2013"," 18-OCT-17","60","90","N","N/A","10.00%-15.00% commission on all goods","3.1","% of Sale"," 18-OCT-17","60","90","N",
"Scholastic Teacher Express","Scholastic Teacher Expres","38543","The Scholastic Teacher Express store provides a new way to shop for educational products offering PDF versions, as well as paperback versions of thousands of teaching resources books, activities, practice pages and lessons plans at everyday low prices.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38543_305620.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38543&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=305620&type=3&subid=0","Active","Natalie Afshar","Account Manager","New York","New York","740 Broadway Suite 701","10003","US","212-925-6558 ext133","natalie@directagents.com","8.00% commission on all goods","3.1","% of Sale","2014"," 19-DEC-18","30","90","N","N/A","8.00% commission on all goods","3.1","% of Sale"," 19-DEC-18","30","90","N",
"SecondSpin.com","http://www.secondspin.com","14060","Largest Buyer & Seller of Used CDs, DVDs & Games","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=14060&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=310591&type=3&subid=0","Active","Affiliate Manager","","New York","Albany","2230 Carson St. ","12203","US","518-452-1242","smurray@twec.com","private |5.00% commission on all goods","27.1","% of Sale","2013"," 28-FEB-16","10","90","N","N/A","5.00% commission on all goods","20.1","% of Sale"," 28-SEP-14","30","90","N",
"Sephra","http://www.sephra.com/","38559"," We welcome the opportunity to work with quality Affiliates and provide an attractive commission schedule starting at 10% commission on each sale.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38559&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=305388&type=3&subid=0","Active","Chaitanya","Affiliate Manager","California","San Diego","11035 Technology Place, Ste 100 ","92127","US","(858) 675 3088","affiliatemanager@affiliate.sephra.com","10.00%-12.00% commission on all goods","4.1","% of Sale","2014"," 01-SEP-14","45","90","N","N/A","10.00%-12.00% commission on all goods","4.1","% of Sale"," 01-SEP-14","45","90","N",
"Shades Shutters Blinds","http://www.shadesshuttersblinds.com","36693","Easy ordering of discount window blinds, shades and plantation shutters.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=agreement.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=36693&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=274651&type=3&subid=0","Active","Ryan Messenger","Affiliate Marketing Manager","Colorado","Castle Rock","405 South Wilcox Street Suite 103 ","80104","US","303-663-9013","ryan@shadesshuttersblinds.com","private |5.00% commission on all goods","33.1","% of Sale","2013"," 01-MAY-14","90","90","N","N/A","5.00% commission on all goods","4.1","% of Sale"," 07-APR-14","90","90","N",
"ShareTrips","https://sharetrips.com/","39123","ShareTrips is a screen sharing travel website where you and your travel companions interact and view search results simultaneously and in real time.","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=39123_321905.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=39123&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321905&type=3&subid=0","Active","Josh Skoko","CMO","California","Gilroy","711 Eschenburg Dr. ","95020","US","4158469006","jskoko@sharetrips.com","private |0.00% commission on selected goods; [private |5.50% commission on selected goods]; ","5.1","% of Sale","2014"," 01-JAN-15","14","90","N","N/A","0.00% commission on selected goods; [5.50% commission on selected goods]; ","3.1","% of Sale"," 01-JAN-19","14","90","N",
"Shoebuy.com","http://www.shoebuy.com/","38891","Shoebuy.com is the world's largest site for shoes. We offer free shipping and free returns on over 1,250 top brands and 1,000,000 of the latest footwear, apparel, handbags, luggage, accessories and more!","http://cli.linksynergy.com/cli/publisher/common/agreement.php?file=38891_321325.txt","http://cli.linksynergy.com/cli/publisher/programs/advertiser_detail.php?mid=38891&nid=1&offerhistory=1&controls=1:1:3","http://click.linksynergy.com/fs-bin/click?id=V8uMkWlCTes&offerid=321325&type=3&subid=0","Active","Colleen Tobin","Affiliate Marketing Manager","Massachusetts","Boston","101 Arch Street, 16th Floor ","02110","US","617-451-2929 x 254","colleen.tobin@shoebuy.com","12.00% commission on all goods","33.1","% of Sale","2014"," 01-FEB-18","30","90","N","N/A","12.00% commission on all goods","33.1","% of Sale"," 01-FEB-18","30","90","N",
